SP_PRIMARY	PDB
Q6DQW3	6fik;6fij
Q6DRA1	4u0x;5wad;6tzf;5wag;6tzh;6pwl;5w13;5wac;5w14;5w12;4u0t;6tzi;5wae;6pwm;6tzj;6tzg;5waf
Q6DRK7	3d5v;4j7b;3d5u
Q6DSU1	5hz0
Q6DSX7	5f93;5f97
Q6DSZ5	5f8q;5f8r
Q6DT10	5f9d;5f9a
Q6DUB6	6q69;6q67
Q6DUW7	7ogz
Q6DUW9	7ogq
Q6DV88	2jv6;2jqm;6epk
Q6DWJ6	7vuh;7vug;7vuj;7vui
Q6DWK3	2iw0
Q6E0U4	4f20
Q6E183	2jmg;2nv3
Q6E3N3	7nfq;7nfr;6s5v;7nft
Q6E434	6k5u;6k5s
Q6E4B4	2r9u
Q6E4K6	3rfj
Q6E7K0	5doz;5dov
Q6EAT3	5oec;5oed
Q6ED33	1ukc
Q6EDW1	6q5u
Q6EDW3	6q5u
Q6EDX0	6q5u
Q6EDX8	6q5u
Q6EDY0	6q5u
Q6EDY6	2kz7;4k17;3aae;3aa0
Q6EDZ8	7elh
Q6EE19	3eaa
Q6EEF9	3no7
Q6EF58	7ani;8dcl;7anj
Q6EIG7	5vyb
Q6EKJ0	2e3l
Q6EME5	7vw0;7vw1;7vw2
Q6EN42	5zcg;5gwp;5gwo;5zch;5zcl;5zcu
Q6ET88	5xn6
Q6EV19	3ntl
Q6EVP2	2ijr
Q6EZB3	6ttm;6tto;6ttn
Q6EZC2	2iy9;4bwg
Q6F0T5	6gp2;6gp3
Q6F3E8	5gim
Q6F3I7	5yp1;5yp2;5yp4;5yp3
Q6F495	2d04
Q6F4N4	3wz1
Q6F5A0	3fzg
Q6F6A2	3umv
Q6F7I0	2qgg
Q6F8X8	3knw
Q6FBA6	3d3o
Q6FBB7	3nrv
Q6FBS8	2jlm
Q6FCQ7	7lgm
Q6FEW8	3ci6
Q6FF51	3hqx
Q6FF54	2ew0
Q6FH49	7rkl;7rkk
Q6FI13	6se0;6se6;6seg;7jzv;6y5d;6sef;6see
Q6FI18	4d11;4d0z
Q6FI81	2yui;2ld4;4m7r
Q6FJ27	2m4m
Q6FJE0	6f4a;6f3h
Q6FJQ6	4xlg
Q6FJS2	2p4f
Q6FJV0	7p44;7p43;7p45
Q6FKD7	6f4a
Q6FKQ5	6mjc;6mjb
Q6FLB1	3gxx;3gxw;3pjp;6qtc
Q6FMA3	5hua;5ht1
Q6FML9	4xlg;4xm5
Q6FNA9	3g5a;4kkv;3g59;3g6k;3fwk
Q6FNZ9	3nfg;3nff
Q6FPH0	3qly;3eel;3cse;4h98;3eej;3qlx;3roa;3eek;3eem;3ro9;4hog;3qlz
Q6FPN0	7o9q
Q6FQI3	3nfg;3nff
Q6FRS9	4d7x
Q6FS46	4xhh;4xhg;4xh0
Q6FSG8	4gkp;4gkq
Q6FSK0	7ekw;7ejt;5d06;5d0f;7eim;7eku;7ekx;7ejp
Q6FT40	3rmh
Q6FTD4	6mj8
Q6FU56	3nf5
Q6FUW5	6y9j;4asl;4d3w
Q6FV03	3nm3;3nl5;3nm1;3nl2;3nl6;3nl3
Q6FV31	5b6k
Q6FVN3	6mje;6mjb;6mjc;6mj8
Q6FVW6	4gkr
Q6FX55	4coy;4coz;4cow;4cou;4cov
Q6FXA8	4kq6
Q6FYW3	4lso
Q6G1R9	3ief
Q6G2A9	5nh2;2vy3;2jk8;2vza
Q6G2F0	3mxu
Q6G2G3	3ijp
Q6G3V6	3hhe
Q6G439	7luy
Q6G456	7tot
Q6G468	3si9
Q6G549	6wqm
Q6G7I0	2ews;4nb4
Q6G8J7	3ovu;2h3k;3s48
Q6G9K4	2inr
Q6GBS4	5ihw
Q6GDH2	4f1z;4f27;4f24;4f20
Q6GDK5	2x3f
Q6GEG9	4em1;4em0;4em2
Q6GEY1	4fn6
Q6GEY3	5cga;5cge;5coj;5cm5
Q6GEZ3	6aic;6aib
Q6GFB4	2win;2qff
Q6GFF9	2qv7;2qvl
Q6GFT9	4q77
Q6GG09	3t05;3t07;3t0t
Q6GGU4	1xaj;1xag;1xah;1xai;1xal
Q6GH13	3daq
Q6GH41	2x4k
Q6GHJ5	3ky7
Q6GHN9	6ryp;6ryo
Q6GHP9	5xdu;6kvq;5xdw;5h5g;6kvp;5h5i;5h5h;5xdv;5xdt
Q6GHQ0	3wqt;3wqu
Q6GHT5	2jfq
Q6GI75	3gns;6tbc;3gnt;6tbb;3gr6;4fs3
Q6GIA4	3il7
Q6GII7	1sfl;1sfj
Q6GIL6	3uww;3m9y;3uwy;3uwz;3uwu;3uwv
Q6GIL7	4dg5
Q6GIL8	3ksz;3k9q;3l6o;3lc7;3ksd;3lc2;3hq4;3k73;3lc1;3l4s;3vaz;3kv3;5t73;3lvf
Q6GJ80	4e4r
Q6GJ88	3wdg;3wdf
Q6GJI9	4hlc;4qgh;4qgg;4hld;4gsy;4qga;4qg7;4qgf
Q6GKU0	4p8o
Q6GKU7	6xyw
Q6GLU2	6vg1
Q6GMV2	2bqz
Q6GMW3	5vj6;4yaq
Q6GMX0	6uce;5vob;1bey;6ubi;6ucf;6b70;2d7t;5o1r;5voc;6b7z
Q6GMX4	5w6g;4d9l;6apd;5w6c;6apc
Q6GMX6	4qhn;6dc4;6apd;5vsi;1za6;5vr9;5o1r;4fqq;1bey;4qhl;3b2u;3d0l;4npy;6bah;6oge;4qhm;3b2v;7d00;7czr;4qhk;6al4;7czx;7czs;6vpy;2jix;4lkx;6b9y;3zl4;6dc5;4d9l;5utz
Q6GN30	6iz3;6iz5;6iz6;6iz4
Q6GNF1	7wb4
Q6GNF4	7oyc
Q6GNH1	7oyc
Q6GP41	7oyc
Q6GPH4	2lxw
Q6GQB2	7oyc
Q6GQF3	7oyc
Q6GQQ9	5lru;5lrw;5lrv
Q6GTX8	7f9l;3kgr;7f9m;3rp1;7f9n
Q6GU94	6bb6;6bam;6b9w;6bi5
Q6GUF4	5frg
Q6GWS2	4miw
Q6GWS6	5j1p;5izh;5j1n
Q6GYR8	3kee;3kf2
Q6GYW3	4bsh;5jw3;4bsg;1ti8
Q6GZ04	3nz4
Q6H1E5	3c5x
Q6H2K0	6daq;6dan
Q6H321	1gvz
Q6H3D7	4h0s
Q6H8Q1	2l3x;1wig;1v6g
Q6H9H7	1v10
Q6HA08	7st8
Q6HAC3	6rap
Q6HAC7	6rao
Q6HAC8	6rao
Q6HAD0	6rao
Q6HAD1	6rbk
Q6HAD2	6rbk;6rao
Q6HAD4	6rao
Q6HAD5	6rao;6rgl
Q6HAD6	6rap;6rao;6rgl;6rbn;6rc8
Q6HAD7	6rc8;6rbn;6rap;6rao;6rgl
Q6HAD8	6rao;6rap;6rbn
Q6HB52	2kq8
Q6HDF0	3hnr
Q6HG14	3f08
Q6HGT3	3ggm
Q6HJG6	3djb
Q6HKH9	3gpv
Q6HSF4	3tl2
Q6I5C3	6uop;6uor;6uow;6uou;6uos;6uoq
Q6I6B2	6sna;6i89
Q6I6B7	7bcb;7bca;7bbq
Q6I6C4	7pc1
Q6I7B2	2zmu;3mgf;2zmw
Q6I7B7	4tmb;4tmc
Q6I7B9	5m1m
Q6I7L2	5gjy;5gjx
Q6I9Y2	7apk
Q6IA69	6ofb
Q6IAA8	6ehr;5x6u;6b9x;6nzd;5y39;7t3c;6ehp;6wj3;7t3a;6wj2;5x6v;6u62;5y3a;6ulg;5yk3;7t3b
Q6IBS0	2vac;2w0i
Q6ICB0	3ebq
Q6ICR9	4i0p
Q6ID70	2kmw
Q6ID76	5hz1
Q6IDB8	6xyw
Q6IDD9	7lcy;7lcz;7rtc;7m6k
Q6IEG0	2vy5;2vy4
Q6IMI6	2h8k;2reo
Q6IMN6	5j97;4oum;4oul
Q6IMW5	3elx;3em0;3elz
Q6IMW6	7oya;7oyb
Q6IMW8	7oya;7oyb
Q6IN85	6r8i
Q6INT1	3rzf;3qa8
Q6INX3	2k46;2jwp;2kr2
Q6IP81	4gaa
Q6IPQ0	5w08;5w0d;5utz;6vtu;7d03;7czw
Q6IPU0	7r5s;7r5v;7pkn;7ywx;7pb8;7qoo;7yyh
Q6IQ20	4qn9
Q6IQ22	2il1
Q6IQ23	7kjo;7kk7;7kjz
Q6IQ49	6qdv
Q6IQ55	7q8y;6vrf;6u0k;7o3b;7q90;7q8z
Q6IQB1	7oyb;7oya
Q6IQE5	7ruc;7rua;7ru9
Q6IQI6	7oya;7oyb
Q6IQJ7	7oyb;7oya
Q6IQL2	4kzg
Q6IQQ0	7oyb;7oya
Q6IRB5	4e5r
Q6IRV4	6bj2;6bj3;6bj8
Q6ISB3	5mr7
Q6ISU1	3of6
Q6ITS8	5oyp;6egv
Q6ITZ3	1tfm;1ce7;2mll;1pc8;1yf8
Q6IUF8	7vh1;7vh2;7vgq;7vh3
Q6IUF9	7vgq;7vh1
Q6IUU3	4p2l
Q6IV20	6qeu;6qet;6qes
Q6IV60	3kea
Q6IV62	3rne;3rng;3rna;3rnf;3rnb;3n1y;3rn9;3n1z;3n1x;3n20;3rnc
Q6IV65	3rnb;3n1y;3rnc;3n20;3rng;3rn9;3rna;3rne;3n1z;3n1x;3rnf
Q6IV66	3rnf;3rne;3rng;3rna;3rnc;3n1y;3n20;3n1x;3n1z;3rnb;3rn9
Q6IVU0	6klh;7elb;7el9;6kle;7elc;6kld;7ckm
Q6IVU2	4k7e
Q6IVU5	7eju
Q6IWJ5	3k30
Q6IWL4	5vnz;5vo0;6myd
Q6IYF9	6ibb;6rnk;6z10
Q6J0Q2	4kdq
Q6J1Z5	3vsg;3vsi;3vsj;3vsh
Q6J1Z6	3vsj;3vsg;3vsi;3vsh
Q6J4G7	7b03
Q6J4H1	7sqc;7n6g
Q6J4Y8	4g43;4e0r;4g42
Q6J5N4	6x58;7kk9;6bx4;7kka;5kom;6b2a;6b2d;6bx5;6b24;5kbn;6b2b;7kk8;7kkb;7kkr
Q6J613	6zwa
Q6J661	7eqz;7eqx
Q6J8F6	3znk;4mhh;3fku
Q6J8I9	3m9i;3j41;2b6o;1sor
Q6J8X0	6wlb
Q6JAM6	2w2s
Q6JC19	6u95
Q6JC22	6nxe
Q6JC40	7wjx;7wqp;7mtg;7wjw;7wqo;7mtp;7mua;7mt0;3ux1;7rk8;7mtz;7mtw
Q6JC41	3j1q;7kfr
Q6JC62	6o9r;7rl1;6v1g;7s1w
Q6JKR9	6snw;6snb;6smg
Q6JKS2	5yhq
Q6JP75	4eqi;6dmh;4ev4;4euz
Q6JP77	3j4q;3j4r
Q6JV24	2eac;2eae;2eab;2ead
Q6JXI5	5dok;7uy7;7uy5;5doi;5dfn
Q6K1C5	2oua
Q6K209	6lcq
Q6K647	7pp2
Q6KB05	2ap2;1mvu
Q6KBB1	2pwj
Q6KBX4	7mly
Q6KC22	4mzq;4mtu
Q6KC79	6wge;6wg3
Q6KCA4	6cjz
Q6KCY1	7qgr;7qgn
Q6KD95	2gzr;2gzs
Q6KHA5	3ziu
Q6KZ68	2rfb;2rfc
Q6KZI8	4uxd
Q6L0C3	4bgv
Q6L1T9	7t71
Q6L208	5zdi
Q6L2J9	2i52
Q6L2R8	5b19
Q6L4L4	2rsd;2rno
Q6L545	3ebl;3ed1
Q6L5H6	5zcu;5zcg;5gwo;5gwp;5zcl;5zch
Q6L5X8	2d42
Q6L6Q4	3asm;2d0a;2d0b;2d0c
Q6L703	3E+054
Q6L732	6s0r;7cl3;6s0w;7cl5;6s0t;6s0v;7cl4;7cl2;7cl6;6s0u;6s0s
Q6L737	6jw6;6jw7;6jw8
Q6L7B0	5h5z
Q6L8Q7	4z0v;4z2b;4zkf
Q6LD08	2gx9
Q6LDG3	4i2y
Q6LEG8	2ro8
Q6LFH8	3ntj
Q6LM17	5hpj
Q6LTE1	4k46
Q6LUT2	5dgr;5dgq
Q6LWP3	5z1l
Q6LX42	6csf;6cse
Q6LX54	5o4n;5o4j;5o4h;5o4m
Q6LX55	5d5p
Q6LXJ4	6scy
Q6LXX7	3c2q
Q6LY05	2qzg
Q6LY14	3dlc
Q6LY49	2kck
Q6LYF9	3e0e;2k5v
Q6LYG0	3h86
Q6LYQ5	6ekh;6ekg
Q6LZE1	2odr
Q6LZM9	2z67
Q6LZY8	4cad
Q6M142	1yvc
Q6M145	3cet;3c0b
Q6M171	3d4r
Q6M9C4	6ywe;6ywy
Q6MFL6	7r81
Q6MGD0	1osc
Q6MHS9	5ced;5cea;5cec;5cer
Q6MHT0	5cec;5ced;3v39;5ceb
Q6MI90	5jp6
Q6MIH8	5c7t;5c7q;5c8l
Q6MJ59	6sda;6sd8
Q6MK89	3g12
Q6MLJ0	5ayn;5aym;6btx;5ayo
Q6MLN6	6hq2;6hq3;6hq5;6hq7;6hq4
Q6MM14	6znj;6zn4;6zn7;6zng
Q6MM15	6zng;6zn7;6zn4;6znt;6znu;6znr;6zn9;6zne;6znj;6znk
Q6MM30	3tm8;3tmb;3tmc;3tmd
Q6MNK1	5ur2
Q6MNM0	6ffl
Q6MNP0	4nx8
Q6MNZ7	7o21
Q6MPN2	5cer
Q6MPU8	6hbz;6hc1;6hc0
Q6MPU9	7o0a;7ntg;7nss
Q6MPX4	3ees;3ef5;3ffu;3eeu
Q6MQ12	7oc9
Q6MQ71	6kty
Q6MQC7	3caw
Q6MQY8	6tab;6tad;6taf;6ta9
Q6MTB9	1zu5;1zu4
Q6MVF2	6ywy;6ywe
Q6MVH6	6ywy;6ywe
Q6MVY0	6ywy;6ywe
Q6MX01	7kuf;7kif;7kim;7kug
Q6MX18	3h6p
Q6MX39	7lxi;7l9u;7mcj
Q6MX43	3onr
Q6MZ72	6h0q
Q6MZA4	6h0j
Q6MZA5	5hvc;5hv8
Q6MZP7	5fd3
Q6MZV7	7lfn;5vme;7lf9;6cjx;6n9t;6chf;7lf5;5nsc;5nsg;6cjc
Q6MZW0	2qtj
Q6MZZ7	2i7a
Q6N021	4nm6;5deu;5d9y
Q6N022	7plp;7ban;7bam;7bao
Q6N030	2ny3;2ny6;2ny1
Q6N089	6v8z;4hpy;5wko;3cfk;3qcv;5xrq;5ug0;5ewi;4nuj;2oqj;5w42;5vkk;6dc3;3qct;1u6a;5w1m;3cfj;3mnv;3qcu
Q6N093	2hfg
Q6N095	6v8x;2nxy
Q6N0K4	3htr
Q6N0R4	2gwg
Q6N0W2	3rpw
Q6N0W9	5hql;4lf2;5hk4;4lf1;5koz;5hao;5hat;5hqm;5hjx;5hjy;5han
Q6N0Y6	2jn4
Q6N193	5oei;5oku
Q6N1A7	2akk
Q6N1K3	6z5s
Q6N1K8	3n0x;3nnd
Q6N1P6	1zkd
Q6N1Q6	3dm8
Q6N1S2	3m8n
Q6N272	3lag
Q6N2L8	3obi
Q6N2U2	3hui
Q6N2U4	5ygq
Q6N370	2o38
Q6N3B2	3fg2
Q6N3S7	3lif
Q6N3S9	2hhg
Q6N3W8	2lek
Q6N446	6hke
Q6N4D8	2jtv
Q6N4M4	5jn6
Q6N4M9	2gyq
Q6N4Z3	3dz1
Q6N563	3maj
Q6N568	2jq5
Q6N5G1	4zyl
Q6N5G2	2ool;4r70
Q6N5G3	4e04;4r6l;4s21
Q6N5P6	2i4m;2i4n;2i4o;2i4l
Q6N5V5	3ic3
Q6N5Y9	2fvt
Q6N5Z3	2gqb
Q6N6X2	3E+023
Q6N6Z0	3lme
Q6N7D3	3pfo
Q6N7G5	3va9
Q6N7Y3	2jra
Q6N882	7tzd;2lpk;2kw2;3lmo;2ll8
Q6N8A5	2fiw
Q6N8L4	2i9c
Q6N8N2	4dnj;2fr7
Q6N8V9	6c28;6c2s;6c9t
Q6N8W4	4jb0;3tx6;4fb4;4f8j;4jb2
Q6N8W7	3hin
Q6N8X0	7nqg
Q6N9A4	2js3
Q6N9H8	3eb2
Q6N9L4	6z5s;6z5r
Q6N9L5	6z5s;6z5r
Q6N9M9	4psu
Q6NA67	2ida
Q6NA87	3led
Q6NAE3	3ivr
Q6NAM1	6gxl;5k3b;6qhp;6qhu;6qi2;6gxd;6gxh;6fsx;6n00;5swn;5o2i;5k3c;6qhv;6qi0;6qhz;3r40;6qhq;6qht;6qhw;6qkw;6muy;7a42;6qks;3r3u;3r3y;5t4t;6qhs;6qhy;6qi1;6qi3;5k3e;6qkt;6qku;5nyv;6mzz;7a43;6qhx;3r3v;5k3f;3r3x;3r3z;3r41;6muh;6gxt;6gxf;5k3a;5k3d;3r3w
Q6NAV4	3pm9
Q6NAY9	2hfv
Q6NB45	4evs
Q6NB62	2qsi
Q6NBC6	3vcx
Q6NC13	4zjz;4rmn
Q6NC90	3hhl;3dca
Q6NCA5	3mn2
Q6NCB2	4ksa
Q6NCV7	6niq
Q6NCZ4	3fov
Q6NCZ6	6wn0
Q6ND47	2qyg
Q6ND56	2gbs
Q6ND88	4fuq;4fut;4gxr;4gxq
Q6NDF6	3okx
Q6NDT3	3h7a
Q6NEA9	2gs5;2hrx
Q6NEC9	3bh1
Q6NEF1	7w7c;7w7b;7w7a;7w79;7w7d;7w78
Q6NEF2	7w7b;7w7d;7w7a;7w7c;7w78;7w79
Q6NEG3	3lmm
Q6NEG6	3pg5
Q6NEK1	5uus
Q6NEK4	3v7b
Q6NEL2	4d7l
Q6NER4	4xgk;6d2e;5br7;5eqf;6d2g
Q6NEZ3	3lso
Q6NF12	2p1z
Q6NF81	3hr6;7k7f;3htl
Q6NF82	6bwe;5k9a
Q6NFB0	3kdq
Q6NFK7	5c00
Q6NFL3	3cp3
Q6NFR1	3kdr
Q6NFU8	3npi
Q6NFZ9	3fdb
Q6NGI5	7kff
Q6NGS1	3k1y;3k20
Q6NGV6	6xub;6xuc
Q6NGV7	6tr8
Q6NGV8	2p4g
Q6NH06	3qoc
Q6NHA4	3hm2
Q6NIF5	2npn
Q6NIK0	3b4q
Q6NIK4	3c8i
Q6NJA6	2g2c
Q6NJJ0	4pq1
Q6NJK4	4pwo;4pwp
Q6NJY4	3d6k
Q6NK05	4hss;4hsq
Q6NK15	7k7e;7k7c;7k7d;7k7b;5i82
Q6NK34	2r9i
Q6NK78	3byw
Q6NKI3	6joo
Q6NKQ9	6grf
Q6NLF4	6a5e
Q6NLH0	7eu0;7eu1
Q6NLS5	6th0;6tgx
Q6NNI8	1wfp
Q6NPF9	7bzk
Q6NQ79	6lqf;6lqe
Q6NS38	3btz;3bty;3rzm;3h8o;3rzj;3h8x;4mgt;3btx;3rzh;3s57;3h8r;3bu0;3buc;3rzk;3rzl;4mg2;3rzg;3s5a
Q6NS95	5whj;5whk
Q6NSA1	6fr4
Q6NT76	4j19;2cuf
Q6NTF7	5w45;6bbo;6b0b
Q6NTT2	7oyc
Q6NU36	5bpt
Q6NUA1	4g56
Q6NUD0	4g56
Q6NUF4	3knd
Q6NUH0	7oyc
Q6NUJ5	4ld6
Q6NUK1	4zcv;4n5x;4zcu
Q6NVG5	6cmy
Q6NVY1	3bpt
Q6NW40	6z3j;7ndg;4ui0;6z3m;6z3h;4bq8;7ne0;4uhz;4ui2;4bq7;4bq6
Q6NWC3	7oyb;7oya
Q6NX89	7oya
Q6NXG1	2dha;2rvj
Q6NXR4	7ole
Q6NXT2	5bwo;4z5t;3kv4;5bwn;6oi3;2puy;5f6k
Q6NY42	4l8w;4l8f;4l95;4l8y;4l7q
Q6NYC1	6gdy;3k2o;6mev;6bnh;3ld8;3ldb
Q6NYR1	3h9v;3i5d
Q6NZ36	2mur;3wwq;2muq
Q6NZB1	4c06;5lv5;5lv4;7p2r;4c07;6sq3;5fqn;6sqk;4c05;5fqo;4c04;4c03;4c08;7nud;6sq4;7nue;6sqi;6sqh
Q6NZL1	6o16
Q6NZY4	6c90;7z4y;7s7c;5lxy;7z4z;7s7b;5lxr;7z52
Q6P0N0	1wgx
Q6P0Q8	2kyl;2kqf
Q6P0V6	7oya;7oyb
Q6P111	2fb7
Q6P161	5ool;7oi6;6zm6;7l20;7odr;6vlz;6zsa;7of2;7a5j;7o9k;7oi8;7a5k;7oid;6zs9;6nu2;3j9m;6zsd;6zsg;7a5h;7a5i;6vmi;7og4;6zsc;7of4;7of6;7o9m;7qi4;7oie;6i9r;7oib;7a5f;7a5g;7pd3;7ods;7oi7;6zse;5oom;6nu3;6zsb;7l08;7oi9;7oia;7po4;7odt;7oic;6zm5
Q6P179	7nup;5cu5;5ab2;7p7p;5k1v;5ab0;6ea4;5j6s;7sh0;3se6;7nsk;4e36;4jbs;7pfs
Q6P1C1	5mwl;5mwm;5mw8
Q6P1C6	3so5
Q6P1I3	2gnx
Q6P1J9	5yde;7oop;5ydf;7opc;6ted;7opd
Q6P1K2	5lsk;5lsj
Q6P1L8	7oi7;6zm5;7oib;6nu2;7qi4;6zsa;6i9r;7pd3;7oie;3j9m;7oi8;7a5g;7og4;7oi6;7oid;7of5;7of7;7oia;7a5i;7po4;7qh6;7oic;6zsg;7a5j;6zsd;6zse;7of4;6vlz;6nu3;7l08;7of6;7of0;6zs9;5oom;7of3;7o9m;7qh7;7odt;6zsc;7a5f;7oi9;6zm6;7a5k;6vmi;7o9k;7odr;7ods;7of2;7a5h;7l20;5ool;6zsb;3j7y
Q6P1M3	6n8s;3wp1;6n8r;6n8p;6n8q;3wp0
Q6P1N9	2xio
Q6P1X5	7edx;7egc;7ege;7eg8;6mzm;7egd;7egh;7ega;7egj;7egb;7ena;5fur;7egi;7enc;7eg9;6mzc;7eg7;6mzl
Q6P2C8	7emf;7enc;7enj;7lbm;7ena;7nvr
Q6P2H3	5oi7;5oid
Q6P2M0	7oya;7oyb
Q6P2P2	7rbq;6pdm;7t39
Q6P2Q9	3e9l;7bdj;4jk7;7a5p;6ff7;7abi;3jcr;6qdv;6id1;4kit;4jkd;5z57;7abg;7os2;6qw6;5o9z;5z56;7abf;6id0;5xjc;4jkh;6s9i;5z58;4jk8;6icz;6ahd;4jkc;7aav;6qx9;3enb;7bdi;4jkb;5mqf;6s8q;4jka;3lru;7dvq;4jk9;7w5a;5yzg;6ah0;4jkf;4jke;7bdl;7px3;7w5b;7w59;7bdk;6zym;6ff4;4jkg
Q6P3B9	7pnt;7pnu;7pnv
Q6P3J5	7oya
Q6P3Q9	7ahy;7ahz
Q6P3S1	3tw8
Q6P3W2	2l6l
Q6P4F2	2y5c
Q6P4F7	3eap
Q6P4G7	4iiq;5wki;4nqd;4lcw;4l8s;2nw2;4lcc;4l9l;4nqe;4nqc;4l4v
Q6P4Q7	6g52;6rs2
Q6P4R8	4uf6;4wlp;4uf5;3u21
Q6P4T1	4p2j;4p2i
Q6P4V5	6hrv;6hsp;6hsj
Q6P503	6vqh;6vqg;6vq9;6vqa;6vq7;6vq8;6vq6;6vqc;6vqb
Q6P549	5zrx
Q6P582	6x0v
Q6P587	6fog;1saw;6foh
Q6P589	3f4m
Q6P5D8	6n64
Q6P5F7	7rtw
Q6P5F9	3gjx;3nby;3nc1;3nbz;3nc0
Q6P5L3	7oya;7oyb
Q6P5M3	7oya;7oyb
Q6P5Q4	4rwt;6ut2;5wfn
Q6P5S7	6wlw;7unf;6wm4;6wm3;6wm2
Q6P5S8	6ugs;6al4;2ny5;6v8z;2ny2;6ugv;6al5;2ny0;6ugu;6ugt;2ny4;2nxz;5wko;2ny1;2nxy;2ny6;2ny3
Q6P6C2	4nrm;4nj4;4nro;7v4g;7wl0;7wkv;4o61;4oct;4nrq;4nrp;4o7x
Q6P6E2	7oyb;7oya
Q6P6E7	7oya;7oyb
Q6P6J0	7nz7;7nz9;7nz8
Q6P6M7	3bc8;3bcb;3bca
Q6P823	2h9n;2h9m;2h9p
Q6P988	7b4x;6r8q;6tr5;7bnj;7b7w;7b8f;6zyf;7bap;7b7x;7bm7;7bcl;4uz1;7bm1;7b8d;7b8y;7bd8;7b2z;7b3g;7b3h;7b84;7b89;7b8k;7b98;7b9u;6yuw;7bne;4wbh;4uyz;6yv4;7bnb;7bnd;7b87;7bli;7b99;7b9d;7b9i;4uz7;4uzl;7b37;7blt;7bmd;7bd6;7bd9;7bdd;7bo2;7b3f;7bc9;7bd5;4uz6;7b8o;4uz9;6yv2;7bo1;7bo5;7b2y;7b45;7b8g;7b8j;7b8m;7b8x;7blu;7blw;7bn5;7bn8;7b7y;7bac;7arg;7bcf;7bd2;4uzq;6ysk;6tuz;7b3i;7b8a;7b9n;6tv4;7b3x;7b8n;7ba1;6zvl;6yv0;7bnc;7bnl;7bcc;7bcd;7bd4;7bda;7bdc;6zuv;7qvz;7bdg;7bm3;7bmb;7bc8;7bch;7bci;6yxi;6r8r;4uyu;7b3p;6t2k;7bd3;4uz5;6tr6;6tr7;7b2v;7b86;7b8c;7b8u;7bls;6r8p;7bck;7bdf;4uyw;4uza;7bnf;7b8z;7bdb;7bdh;6t2h;7b50;6yuy;7b8l
Q6P9B9	7cun;7pks
Q6P9J9	6qpb;6p48;6qpc;6p47;6p46;6qp6;6qpi;6p49
Q6P9K9	3mw4
Q6P9R4	6bcb
Q6PAF4	7dg2
Q6PAL0	7v9g;7v9h;7v9f;7v9i
Q6PAL8	3cwz
Q6PAT0	7nz8;7nz9;7nz7
Q6PB44	2w10
Q6PB90	1wyj
Q6PBI5	7oya;7oyb
Q6PBK3	7oya;7oyb
Q6PBN2	2qzq
Q6PBW3	7oyb;7oya
Q6PBW7	7oya
Q6PBY1	7oya;7oyb
Q6PBZ1	7oyb;7oya
Q6PC01	7oya;7oyb
Q6PC14	7oyb;7oya
Q6PC58	2oxq
Q6PC80	7oya;7oyb
Q6PCD5	6cvz
Q6PCT2	6asb
Q6PCT9	6epc;6epd;6epf;6epe
Q6PCU2	6vqb;6vq8;6vqi;6vq6;6vqj;6vqa;6vq7;6vqk;6vq9
Q6PD62	7opc;5zyq;7oop;6gmh;7opd;6ted
Q6PDM1	2y0n;2y0m
Q6PDM2	1x4c
Q6PDY2	7lvz
Q6PE15	6ny9
Q6PF95	1jn6;1ejo;2a6k;1xgy;2gsi
Q6PFD5	5izu
Q6PFD9	7byf;3tkn
Q6PFX9	4n4t;6cf6;3utm;5hkp
Q6PGF2	6jle
Q6PGF3	6w1s
Q6PGP7	7qdy;7qds;7qdz;7qdr
Q6PH17	4h6u;4hkf;4h6z;4yrh
Q6PH85	4gao
Q6PHL5	7oyc
Q6PHL7	7shl;7shk
Q6PHR2	4wzx;6fdz;6fdy
Q6PHU5	5znn;5nmr;5nmt;5nni;5nnj
Q6PHW0	4ttb;5yak;4ttc
Q6PHW7	7shk;7shl
Q6PHZ2	6bab
Q6PHZ5	1why
Q6PHZ8	3dd4
Q6PI26	4pbd;2mnw;4pck
Q6PI48	4ah6
Q6PI79	7ea8;6ltj;4zbj
Q6PIF2	6yqf;6r17
Q6PIF6	5xbf;5mv7;5mv8
Q6PIK1	1mcb;1mcl;1mch;1mcf
Q6PIL8	6bkb;1u6a;5ug0;3hi1;6e56;6bkd;5w1k;3eyq;3dvg;7b0b;6udj;4oqt;6v8x;3dvn
Q6PIP8	2ai0;3j42;4pb0;2ipt;2r2h
Q6PIR9	5m00
Q6PIW4	3d8b
Q6PJ56	4lhu;4lfh;4mnh;6d7g;4ndm;4mng
Q6PJ69	7jl2;7jl4;7jl0
Q6PJA7	1sy6;3cmo
Q6PJB2	1ynl;1ynk;2r6p
Q6PJF2	6myy;3eyo;3eyf;6mzj;4ypg;1qlr;6udk;2agj;1dn0
Q6PJG0	6cbj;1lgv;1lhz;1jvk
Q6PJG2	6z2k;6z2j
Q6PJG6	4ifi
Q6PJI9	7uhy
